2010 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part D Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drug Plan Customer Service,,,,,,,"Drug Plan Member Complaints, Members Who Choose to Leave, and Medicare Audit Findings",,,,Member Experience with Drug Plan,,,Drug Pricing and Patient Safety,,,,,,,,
H7188,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,67.4%,52.9%,4.3,0.0%,37.5%,0.54,0.57,18.6%,No data available,82.4%,83.7%,91.9%,96.8%,80.9%,16.7,26.8%,82.4%,,,,
H7200,AMERIGROUP Community Care,"AMERIGROUP TENNESSEE, INC.",0:44,0:57,73.8%,78.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,42.9%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.8%,79.8%,9.1,29.3%,86.6%,,,,
H7220,"Clarian Health Plans, Inc. - Clarian Medicare","CLARIAN HEALTH PLANS, INC.",0:33,0:27,76.1%,67.1%,0,No appeals required review,62.5%,0.16,0.31,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.7%,82.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H7226,HARVARD PILGRIM HEALTH CARE INC.,HARVARD PILGRIM HEALTH CARE INC.,0:35,0:11,83.9%,43.8%,0,No appeals required review,82.3%,0.23,0.09,8.9%,77,85.2%,86.9%,93.2%,99.0%,81.5%,22.3,12.1%,81.3%,,,,
H7252,Physicians Health Choice,PHYSICIANS HEALTH CHOICE OF ARKANSAS,0:25,0:28,78.2%,65.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.8%,81.2%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H7281,Bravo Health,"BRAVO HEALTH PENNSYLVANIA, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H7292,Alliance for Health,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),0:22,0:15,63.6%,63.3%,0,No appeals required review,Not enough data available to calculate measure,0.17,0.17,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.6%,79.5%,21.3,15.2%,86.7%,,,,
H7301,PersonalCare Advantra,PERSONAL CARE INSURANCE OF ILLINOIS,0:39,0:31,59.4%,62.0%,0,No appeals required review,100.0%,1.45,0.32,15.6%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.7%,57.0%,8.4,17.7%,90.3%,,,,
H7306,Coventry Advantra,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,0:42,0:31,65.8%,69.1%,0,No appeals required review,100.0%,4.9,2.86,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.8%,57.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H7352,University Physicians/Maricopa Care Advantage,UPH/MIHS VENTURES L.L.C.,0:17,0:31,59.8%,55.9%,0,No appeals required review,Not enough data available to calculate measure,0.41,0.27,Not enough data available to calculate measure,No data available,77.1%,79.9%,84.5%,98.8%,59.6%,20.7,24.1%,85.4%,,,,
H7406,Bravo Health,"BRAVO HEALTH INSURANCE COMPANY,  INC.",0:19,0:31,71.7%,65.1%,Not enough data available to calculate measure,No appeals required review,36.4%,Not enough data available to calculate measure,Not enough data available to calculate measure,42.5%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.3%,78.5%,13.6,25.6%,83.8%,,,,
H7475,"Care Wisconsin Health Plan, Inc.","CARE WISCONSIN HEALTH PLAN, INC.",0:37,0:00,71.8%,67.3%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.0%,92.1%,Not enough data available to calculate measure,22.4%,85.0%,,,,
H7526,Medica Health Plans,MEDICA HEALTH PLANS,0:18,0:12,87.8%,14.6%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.3%,83.0%,27.5,16.5%,87.8%,,,,
H7678,"Molina Healthcare of Texas, Inc.","MOLINA HEALTHCARE OF TEXAS, INC.",0:17,0:45,72.5%,25.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,65.0%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.5%,63.0%,11.1,23.1%,88.5%,,,,
H7731,MD Care Inc,"MD CARE, INC.",0:26,0:14,75.6%,12.6%,4.2,Not enough data available to calculate measure,Not enough data available to calculate measure,0.55,0.52,17.0%,20,80.9%,87.5%,89.0%,99.5%,78.8%,9.1,25.7%,86.1%,,,,
H7787,HealthSpring Medicare Advantage,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",0:29,0:23,75.2%,59.1%,0,No appeals required review,100.0%,1.53,3.53,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.2%,83.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H7908,Aetna Medicare,AETNA HEALTH,0:47,0:16,65.1%,48.9%,Not enough data available to calculate measure,No appeals required review,0.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,38.8%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94.1%,82.7%,26.9,9.6%,93.4%,,,,
H7917,BlueCross BlueShield of Tennessee,BLUE CROSS BLUE SHIELD OF TENNESSEE,0:19,0:01,77.2%,52.6%,0,No appeals required review,83.8%,0.34,0.3,20.6%,20,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.2%,83.1%,10.0,16.9%,90.0%,,,,
H8050,Carilion Clinic Medicare Health Plan,"CARILION CLINIC MEDICARE RESOURCES, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H8105,Bravo Health,"BRAVO HEALTH INSURANCE COMPANY, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H8130,Molina Healthcare of Florida,"MOLINA HEALTHCARE OF FLORIDA, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H8189,Advantage by Managed Health Services,"MANAGED HEALTH SERVICES, WISCONSIN",0:54,0:14,48.9%,13.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H8393,Coventry Health and Life Insurance Company,COVENTRY HEALTH AND LIFE INSURANCE CO. (NEBRASKA),0:43,0:31,71.3%,62.8%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,20.0%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.7%,57.0%,18.1,20.9%,78.9%,,,,
H8558,Sterling Life Insurance Company,STERLING LIFE INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H8578,"Health New England, Inc.","HEALTH NEW ENGLAND, INC.",0:32,0:18,77.6%,56.2%,Not enough data available to calculate measure,No appeals required review,0.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.8%,78.6%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H8604,Health Plan SecureChoice,THP INSURANCE COMPANY,0:14,0:31,83.8%,78.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,10.5%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,83.3%,78.0%,2.4,21.8%,72.4%,,,,
H8644,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,67.4%,52.9%,1.8,Not enough data available to calculate measure,66.7%,0.55,0.36,11.9%,No data available,84.1%,82.1%,89.3%,97.2%,80.7%,15.9,26.3%,85.7%,,,,
H8649,Altius Advantra,"ALTIUS HEALTH PLANS, INC. (UTAH)",0:45,0:30,60.8%,71.3%,46.7,57.1%,100.0%,0.77,0.45,18.9%,No data available,78.0%,81.0%,87.7%,96.8%,57.0%,9.9,22.4%,88.3%,,,,
H8684,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H8707,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,68.4%,52.2%,9.9,Not enough data available to calculate measure,75.0%,0.38,0.49,18.6%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.7%,80.5%,14.5,27.5%,91.1%,,,,
H8742,Universal American,"ABRI HEALTH PLAN, INC",0:45,0:49,71.5%,11.1%,3.5,Not enough data available to calculate measure,70.0%,0.52,1.21,15.4%,36,66.9%,79.5%,81.4%,99.5%,28.8%,17.8,16.7%,83.3%,,,,
H8748,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:29,0:39,Not enough data available to calculate measure,0.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.1%,77.1%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H8778,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",0:12,0:28,81.6%,43.8%,5.4,Not enough data available to calculate measure,22.0%,0.81,0.49,14.2%,No data available,90.0%,88.9%,93.4%,98.8%,82.2%,31.0,23.8%,81.0%,,,,
H8822,"ADVANTAGE Health Solutions, Inc.","ADVANTAGE HEALTH SOLUTIONS, INC.",1:53,1:14,67.6%,48.9%,Not enough data available to calculate measure,No appeals required review,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94.2%,36.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H8953,"Humana Health Plan of Ohio, Inc.","HUMANA HEALTH PLAN OF OHIO, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H8980,HealthAmerica Advantra,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,0:44,0:31,76.0%,77.2%,Not enough data available to calculate measure,No appeals required review,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.2%,57.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H8991,AMERIGROUP Community Care,"AMERIGROUP FLORIDA, INC.",0:39,0:53,74.7%,77.3%,0,No appeals required review,100.0%,1.22,0.54,34.4%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.0%,79.8%,14.0,25.1%,86.9%,,,,
H9001,Fallon Community Health Plan,FALLON COMMUNITY HEALTH PLAN,0:41,1:12,75.1%,47.3%,0,No appeals required review,13.3%,0.05,0.02,1.6%,No data available,84.9%,85.0%,93.6%,99.7%,80.2%,7.0,13.8%,78.1%,,,,
H9003,Kaiser Permanente,KAISER FOUNDATION HP OF THE N W,0:15,0:14,60.5%,84.8%,0.4,Not enough data available to calculate measure,100.0%,0.06,0.06,2.5%,34,91.9%,88.8%,95.9%,98.6%,82.4%,32.0,14.0%,88.6%,,,,
H9005,HealthPartners Classic Plan,"HEALTHPARTNERS, INC.",0:17,0:08,78.0%,87.8%,0,No appeals required review,Not enough data available to calculate measure,0,0.33,31.6%,No data available,86.6%,85.6%,92.2%,99.0%,81.4%,40.3,11.6%,73.9%,,,,
H9011,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF FLORIDA, INC.",0:38,0:39,76.3%,50.2%,0,Not enough data available to calculate measure,44.4%,0.82,1.05,16.4%,No data available,75.1%,84.2%,88.5%,98.8%,77.1%,9.7,16.2%,80.7%,,,,
H9047,Providence Health Plan,PROVIDENCE HEALTH PLAN,0:06,0:23,76.5%,70.3%,0,Not enough data available to calculate measure,100.0%,0.07,0.06,2.2%,No data available,89.6%,82.7%,93.4%,99.9%,82.7%,15.7,18.5%,86.0%,,,,
H9082,"Molina Healthcare of New Mexico, Inc.","MOLINA HEALTHCARE OF NEW MEXICO, INC.",0:28,0:44,72.7%,25.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,13.6%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.2%,62.7%,8.2,18.1%,94.3%,,,,
H9101,"Elderplan, Inc.","ELDERPLAN, INC.  - SHMO",0:43,0:19,64.8%,78.3%,6,Not enough data available to calculate measure,54.2%,0.07,0.14,Not enough data available to calculate measure,No data available,74.5%,83.7%,87.7%,99.4%,83.5%,12.5,10.9%,85.1%,,,,
H9103,Kaiser Permanente,KAISER FOUNDATION HP OF THE N W,0:15,0:14,60.5%,84.8%,0,No appeals required review,Not enough data available to calculate measure,0.13,0,12.4%,No data available,88.4%,88.3%,95.2%,99.4%,82.4%,33.1,19.9%,85.8%,,,,
H9104,SCAN Health Plan,SCAN HEALTH PLAN,0:40,0:32,87.1%,89.0%,1.7,50.0%,57.3%,0.07,0.04,Not enough data available to calculate measure,10,86.4%,87.5%,91.7%,100.0%,49.4%,45.9,20.1%,84.9%,,,,
H9149,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:35,0:38,68.2%,73.1%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,77.1%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H9184,Bravo Health,"BRAVO HEALTH MID-ATLANTIC, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H9302,Puget Sound Health Partners,"PUGET SOUND HEALTH PARTNERS, INC.",0:16,0:29,77.7%,78.6%,0,No appeals required review,78.9%,0.26,0.3,5.1%,No data available,84.6%,85.8%,92.4%,95.6%,74.3%,24.8,18.8%,82.1%,,,,
H9313,Advantage Plans from Medical Mutual of Ohio,MEDICAL MUTUAL OF OHIO,0:46,0:31,79.6%,1.2%,0,No appeals required review,60.0%,0.57,0.41,15.1%,No data available,80.8%,83.7%,89.2%,95.3%,75.9%,11.8,21.3%,82.2%,,,,
H9385,SCAN Health Plan Arizona,SCAN HEALTH PLAN OF ARIZONA,0:48,0:31,83.5%,73.9%,0,No appeals required review,100.0%,0.25,0,Not enough data available to calculate measure,10,81.8%,88.8%,90.0%,100.0%,51.6%,20.2,29.9%,81.2%,,,,
H9452,Anthem Blue Cross and Blue Shield,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICES, INC.",0:51,0:46,Not enough data available to calculate measure,Not enough data available to calculate measure,0,No appeals required review,10.5%,1.93,0.3,15.3%,66,80.2%,76.8%,82.2%,99.8%,100.0%,7.0,17.6%,80.5%,,,,
H9503,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:18,67.7%,53.6%,0,No appeals required review,Not enough data available to calculate measure,0.94,0.19,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.4%,79.7%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H9519,Independent Health,INDEPENDENT HEALTH BENEFITS CORPORATION,1:14,0:12,87.1%,63.4%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,11.1%,48,86.7%,87.4%,92.7%,98.3%,72.1%,25.1,22.8%,79.2%,,,,
H9572,Blue Cross Blue Shield of Michigan,BLUE CROSS BLUE SHIELD OF MICHIGAN,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H9615,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.",0:30,0:31,83.3%,88.1%,Not enough data available to calculate measure,No appeals required review,91.7%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,93.7%,74.6%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H9670,UPMC Health Plan,"UPMC HEALTH BENEFITS, INC.",0:23,0:37,83.9%,77.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,50.2%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H9720,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",1:22,0:43,80.6%,33.7%,0,No appeals required review,0.0%,3.2,1.18,30.8%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.8%,77.0%,11.1,19.0%,82.9%,,,,
H9779,"Guardian Healthcare, Inc.","GUARDIAN HEALTHCARE, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H9793,Highmark Inc.,"HIGHMARK, INC.",0:16,0:31,89.4%,91.8%,0,No appeals required review,85.7%,0.31,0.02,8.5%,34,88.0%,88.0%,92.9%,99.2%,73.2%,7.5,20.2%,78.1%,,,,
H9847,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,0:35,0:31,66.7%,74.2%,4.7,Not enough data available to calculate measure,100.0%,1.34,0.71,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.4%,57.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H9859,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.",0:30,0:31,83.3%,88.1%,0,No appeals required review,84.0%,0.25,0.16,8.5%,20,86.2%,85.9%,92.1%,95.4%,74.6%,10.1,15.0%,82.5%,,,,
H9988,Sterling Life Insurance Company,STERLING LIFE INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
R3175,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,1:01,0:30,72.0%,56.5%,0,No appeals required review,88.9%,0.46,0.15,11.0%,No data available,76.0%,82.0%,88.8%,98.7%,76.9%,13.0,10.6%,78.6%,,,,
R3332,BlueMedicare Regional PPO,"BLUE CROSS AND BLUE SHIELD OF FL, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
R3444,Care Improvement Plus,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,0:46,0:31,79.6%,62.8%,0,No appeals required review,90.1%,0.8,0.89,Not enough data available to calculate measure,No data available,79.4%,82.8%,90.1%,99.4%,42.1%,10.9,32.9%,82.9%,,,,
R5287,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:38,0:39,76.3%,69.4%,2.6,76.9%,72.4%,0.73,0.66,14.4%,No data available,77.6%,78.1%,89.8%,99.2%,82.4%,16.1,17.6%,82.4%,,,,
R5342,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,0:35,0:39,73.6%,55.5%,4.8,60.0%,66.7%,0.91,0.51,17.1%,No data available,76.0%,77.3%,87.9%,99.2%,76.9%,16.2,14.2%,82.1%,,,,
R5566,MedicareBlue PPO,BLUE CROSS BLUE SHIELD NORTHERN PLAINS ALLIANCE,0:14,0:16,83.6%,77.2%,0,Not enough data available to calculate measure,66.7%,0.28,0.25,19.4%,20,77.8%,74.3%,87.5%,96.6%,84.0%,13.4,12.5%,84.1%,,,,
R5674,"Sierra Health and Life Insurance Company, Inc.","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",0:28,0:24,62.1%,3.3%,0,Not enough data available to calculate measure,0.0%,0.57,0.15,9.9%,No data available,71.3%,74.3%,84.9%,98.1%,100.0%,78.9,11.2%,85.2%,,,,
R5826,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.3%,52.3%,8.4,35.1%,70.1%,0.93,0.84,20.8%,No data available,79.0%,79.8%,88.9%,99.2%,80.6%,20.1,22.8%,84.1%,,,,
R5941,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.",0:13,0:52,Not enough data available to calculate measure,Not enough data available to calculate measure,2.7,33.3%,85.8%,0.37,0.29,10.2%,20,84.4%,80.2%,91.4%,99.9%,100.0%,7.2,20.4%,82.3%,,,,
R6801,Care Improvement Plus,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,0:46,0:31,78.9%,70.1%,0,No appeals required review,91.6%,0.89,0.83,Not enough data available to calculate measure,No data available,78.0%,84.2%,87.7%,99.5%,42.1%,10.6,32.4%,84.6%,,,,
R7444,AARP MedicareComplete from SecureHorizons,UNITEDHEALTHCARE INSURANCE COMPANY,0:42,0:39,73.9%,38.2%,7.8,Not enough data available to calculate measure,75.0%,3.55,1.68,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.7%,77.1%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
R9896,Care Improvement Plus,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO,0:51,0:31,83.6%,64.4%,0,No appeals required review,93.6%,0.52,0.55,Not enough data available to calculate measure,No data available,78.2%,83.5%,89.6%,99.5%,42.1%,9.9,34.1%,84.5%,,,,
R9943,Anthem Blue Cross,ANTHEM BLUE CROSS LIFE AND HEALTH INSURANCE CO.,0:44,0:46,Not enough data available to calculate measure,Not enough data available to calculate measure,4.2,31.8%,28.9%,1.35,0.56,9.4%,20,72.6%,75.0%,86.7%,99.0%,100.0%,7.1,17.3%,85.1%,,,,
S0043,"Preferred Medicare Choice, Inc.","PREFERRED MEDICARE CHOICE, INC.",0:28,0:39,65.2%,25.0%,0,Not enough data available to calculate measure,Not enough data available to calculate measure,0.25,0.83,18.5%,No data available,74.5%,73.5%,79.2%,Not enough data available to calculate measure,49.5%,63.8,23.5%,82.9%,,,,
