contractid,contract_name,breastcancer_screen,rectalcancer_screen,cv_cholscreen,diabetes_cholscreen,glaucoma_test,monitoring,flu_vaccine,pn_vaccine,primaryaccess,hospital_followup,depression_followup,nodelays,carequickly,overallrating_care,overallrating_plan,calltime,doctor_communicate,osteo_manage,diabetes_eye,diabetes_kidney,diabetes_bloodsugar,diabetes_chol,antidepressant,bloodpressure,ra_manage,copd_test,betablocker,appeals_timely,appeals_review,new_contract,year,org_type,org_marketing,physical_health,mental_health,osteo_test,physical_monitor,customer_service,bladder,falling,partc_score,cv_diab_cholscreen,diab_healthy,complaints_plan,leave_plan,audit_problems,hold_times,info_accuracy,ttyt_available,diab_cholscreen,corrective_action,low_score,partcd_score,org_parent,bmi_assess,older_medication,older_function,older_pain,readmissions,access_problems,coordination,improve,enroll_timely,specialneeds_manage
H5592,"WELLCARE OF SOUTH CAROLINA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,WellCare,,,,,,,,,,,,,,,,,,,,,"WellCare Health Plans, Inc.",,,,,,,,,,
H5594,"OPTIMUM HEALTHCARE, INC.",4.0,5.0,5.0,,5.0,,1.0,,,,,2.0,2.0,2.0,4.0,,,3.0,4.0,5.0,4.0,4.0,,4.0,2.0,,,5.0,5.0,0.0,2014,Local CCP,"Optimum HealthCare, Inc.",5.0,2.0,,2.0,4.0,2.0,2.0,3.5,,,3.0,3.0,,,,4.0,5.0,,,3.5,"America's 1st Choice Holdings of Florida, LLC",4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,,
H5608,"DENVER HEALTH MEDICAL PLAN, INC.",3.0,4.0,2.0,,2.0,,4.0,,,,,2.0,1.0,2.0,2.0,,,,4.0,5.0,3.0,5.0,,5.0,5.0,,,,,0.0,2014,Local CCP,"Denver Health Medical Plan, Inc.",5.0,3.0,,3.0,3.0,2.0,4.0,3.5,,,3.0,5.0,,,,3.0,4.0,,,3.0,Denver Health and Hospital Authority,5.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,,
H5609,GEMCARE HEALTH PLAN INC.,4.0,3.0,5.0,,4.0,,4.0,,,,,4.0,4.0,4.0,5.0,,,3.0,4.0,5.0,4.0,5.0,,3.0,4.0,,,4.0,5.0,0.0,2014,Local CCP,GEMCARE Health Plan,4.0,2.0,,2.0,4.0,1.0,3.0,4.0,,,5.0,5.0,,,,4.0,5.0,,,4.0,"GEMCare Mercy Memorial Health Systems, LLC",4.0,,,,3.0,4.0,2.0,3.0,,
H5619,"ARCADIAN HEALTH PLAN, INC.",4.0,5.0,5.0,,4.0,,5.0,,,,,2.0,5.0,4.0,1.0,,,1.0,5.0,5.0,2.0,3.0,,3.0,5.0,,,4.0,,0.0,2014,Local CCP,"Arcadian Health Plan, Inc.",4.0,2.0,,3.0,1.0,2.0,4.0,3.5,,,1.0,2.0,,,,5.0,4.0,,,3.5,Humana Inc.,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,,
H5628,"MOLINA HEALTHCARE OF UTAH, INC.",2.0,5.0,2.0,,3.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,2.0,4.0,4.0,3.0,3.0,,4.0,3.0,,,5.0,2.0,0.0,2014,Local CCP,Molina Healthcare of Utah,4.0,2.0,,2.0,4.0,2.0,3.0,3.5,,,3.0,5.0,,,,3.0,2.0,,,3.5,"Molina Healthcare, Inc.,",4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,,
H5640,IEHP HEALTH ACCESS,3.0,4.0,4.0,,4.0,,1.0,,,,,1.0,1.0,1.0,4.0,,,,5.0,5.0,3.0,3.0,,4.0,3.0,,,4.0,4.0,0.0,2014,Local CCP,IEHP Medicare DualChoice,4.0,1.0,,2.0,4.0,,,3.5,,,5.0,5.0,,,,5.0,4.0,,,3.0,INLAND EMPIRE HEALTH PLAN,5.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,,
H5649,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",3.0,5.0,5.0,,5.0,,5.0,,,,,1.0,2.0,4.0,4.0,,,3.0,5.0,5.0,3.0,4.0,,3.0,2.0,,,1.0,1.0,0.0,2014,Local CCP,Central Health Medicare Plan,5.0,2.0,,3.0,2.0,3.0,4.0,3.5,,,5.0,2.0,,,,5.0,4.0,,,3.5,Central Health Plan of California,4.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,,
H5652,UNITEDHEALTHCARE INSURANCE COMPANY,4.0,5.0,4.0,,5.0,,5.0,,,,,5.0,5.0,5.0,5.0,,,1.0,5.0,5.0,4.0,5.0,,5.0,3.0,,,5.0,,0.0,2014,Local CCP,Erickson Advantage,,,,4.0,5.0,3.0,5.0,5.0,,,5.0,5.0,,,,3.0,4.0,,,4.5,"UnitedHealth Group, Inc.",5.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,,
H5656,"SELECTCARE HEALTH PLANS, INC.",2.0,3.0,5.0,,2.0,,2.0,,,,,2.0,3.0,2.0,4.0,,,1.0,2.0,5.0,3.0,3.0,,3.0,3.0,,,3.0,2.0,0.0,2014,Local CCP,Universal American Corp.,4.0,2.0,,2.0,4.0,1.0,4.0,3.0,,,3.0,2.0,,,,5.0,4.0,,,3.0,Universal American Corp.,4.0,,,,3.0,1.0,2.0,4.0,,
H5685,"MIDWEST HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Midwest Advantage,,,,,,,,,,,,,,,,5.0,,,,,Henry Ford Health System,,3.0,3.0,3.0,,2.0,,,,
H5696,"PHYSICIANS UNITED PLAN, INC.",4.0,3.0,5.0,,4.0,,1.0,,,,,2.0,4.0,2.0,4.0,,,2.0,3.0,5.0,3.0,4.0,,2.0,2.0,,,4.0,5.0,0.0,2014,Local CCP,Physicians United Plan,4.0,2.0,,3.0,4.0,1.0,3.0,3.0,,,2.0,2.0,,,,4.0,5.0,,,3.5,"IDJB Investments, LLC",4.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,,
H5698,"WINDSOR HEALTH PLAN, INC.",2.0,2.0,2.0,,2.0,,1.0,,,,,4.0,2.0,2.0,4.0,,,1.0,3.0,5.0,2.0,2.0,,2.0,3.0,,,5.0,4.0,0.0,2014,Local CCP,Windsor Medicare Extra,4.0,1.0,,1.0,4.0,2.0,3.0,2.5,,,3.0,2.0,,,,4.0,2.0,,,3.0,Munich American Holding Corporation,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,,
H5703,SOUTH COUNTRY HEALTH ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,South Country Health Alliance,,,,,,,,,,,,,,,,3.0,,,,,South Country Health Alliance,,,,,,4.0,,,,
H5732,"TRIPLE-S SALUD, INC.",3.0,5.0,5.0,,3.0,,1.0,,,,,4.0,1.0,4.0,1.0,,,,3.0,5.0,1.0,2.0,,2.0,2.0,,,,,0.0,2014,Local CCP,"Triple-S Salud, INC.",5.0,3.0,,3.0,2.0,3.0,4.0,2.5,,,2.0,1.0,,,,3.0,5.0,,,2.5,Triple-S Management Corporation,2.0,,,,3.0,1.0,1.0,2.0,,
H5746,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.",2.0,2.0,1.0,,3.0,,4.0,,,,,1.0,4.0,2.0,4.0,,,,5.0,5.0,3.0,3.0,,4.0,3.0,,,2.0,1.0,0.0,2014,Local CCP,Amerigroup Community Care of New Mexico,5.0,1.0,,3.0,3.0,3.0,4.0,3.0,,,2.0,5.0,,,,5.0,1.0,,,3.0,"WellPoint, Inc.",4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,
H5749,UNITEDHEALTHCARE INSURANCE COMPANY,2.0,3.0,4.0,,3.0,,4.0,,,,,4.0,4.0,4.0,2.0,,,1.0,3.0,4.0,3.0,3.0,,3.0,4.0,,,5.0,,0.0,2014,Local CCP,UnitedHealthcare,5.0,1.0,,3.0,3.0,3.0,3.0,3.5,,,3.0,4.0,,,,5.0,2.0,,,3.5,"UnitedHealth Group, Inc.",4.0,,,,3.0,1.0,4.0,4.0,,
H5750,METROPOLITAN HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,MHP,,,,,,,,,,,,,,,,3.0,,,,,Metropolitan Health Plan,,,,,,4.0,,,,
H5765,"SATELLITE HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Satellite Health Plan,,,,,,,,,,,,,,,,,,,,,"Satellite Healthcare, Inc.",,,,,,,,,,
H5774,"AMERICAN HEALTH, INC.",4.0,5.0,5.0,,2.0,,1.0,,,,,4.0,4.0,,5.0,,,2.0,3.0,4.0,1.0,2.0,,2.0,1.0,,,3.0,3.0,0.0,2014,Local CCP,American Health Medicare,5.0,2.0,,3.0,4.0,3.0,5.0,3.0,,,2.0,1.0,,,,3.0,4.0,,,3.0,Triple-S Management Corporation,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,,
H5779,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Meridian Health Plan,,,,,,,,,,,,,,,,3.0,,,,,"Caidan Enterprises, Inc.",,,,,,,,,,
H5782,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,3.0,3.0,5.0,,4.0,,4.0,,,,,2.0,2.0,2.0,4.0,,,2.0,5.0,5.0,4.0,5.0,,4.0,5.0,,,5.0,,0.0,2014,Local CCP,Partnership HealthPlan of California,5.0,2.0,,4.0,3.0,2.0,5.0,3.5,,,5.0,5.0,,,,4.0,4.0,,,4.0,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,,
H5786,"MERIDIAN HEALTH PLAN OF IOWA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Meridian Health Plan,,,,,,,,,,,,,,,,,,,,,"Caidan Enterprises, Inc.",,,,,,,,,,
H5793,"AETNA HEALTH, INC. (CT)",4.0,4.0,5.0,,5.0,,5.0,,,,,4.0,4.0,4.0,2.0,,,,4.0,5.0,3.0,4.0,,4.0,5.0,,,5.0,5.0,0.0,2014,Local CCP,Aetna Medicare,4.0,2.0,,3.0,2.0,3.0,4.0,3.5,,,3.0,5.0,,,,5.0,4.0,,,4.0,Aetna Inc.,2.0,,,,4.0,1.0,3.0,2.0,,
H5810,MOLINA HEALTHCARE OF CALIFORNIA,2.0,3.0,4.0,,3.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,,3.0,5.0,3.0,3.0,,3.0,2.0,,,5.0,2.0,0.0,2014,Local CCP,Molina Healthcare of California,5.0,2.0,,3.0,1.0,,4.0,3.0,,,2.0,2.0,,,,5.0,4.0,,,3.0,"Molina Healthcare, Inc.,",4.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,,
H5811,SCAN HEALTH PLAN,3.0,5.0,5.0,,4.0,,4.0,,,,,4.0,4.0,2.0,4.0,,,,5.0,5.0,3.0,4.0,,4.0,5.0,,,5.0,1.0,0.0,2014,Local CCP,SCAN Health Plan,4.0,2.0,,2.0,4.0,3.0,4.0,3.5,,,1.0,4.0,,,,5.0,4.0,,,3.5,SCAN Health Plan,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,,
H5813,"AETNA HEALTH, INC. (PA)",3.0,4.0,4.0,,4.0,,4.0,,,,,4.0,4.0,4.0,2.0,,,,5.0,5.0,3.0,4.0,,4.0,,,,,,0.0,2014,Local CCP,Aetna Medicare,5.0,2.0,,2.0,4.0,1.0,3.0,3.5,,,1.0,5.0,,,,5.0,4.0,,,3.5,Aetna Inc.,3.0,,,,3.0,1.0,3.0,3.0,,
H5817,"AMERIGROUP TEXAS, INC.",2.0,3.0,4.0,,4.0,,2.0,,,,,1.0,2.0,1.0,4.0,,,1.0,5.0,5.0,3.0,3.0,,3.0,2.0,,,2.0,5.0,0.0,2014,Local CCP,Amerigroup,5.0,2.0,,3.0,2.0,,5.0,3.0,,,2.0,3.0,,,,5.0,4.0,,,3.0,"WellPoint, Inc.",3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
H5823,"MOLINA HEALTHCARE OF WASHINGTON, INC.",2.0,3.0,4.0,,2.0,,2.0,,,,,2.0,4.0,2.0,1.0,,,,4.0,4.0,2.0,2.0,,3.0,4.0,,,5.0,2.0,0.0,2014,Local CCP,"Molina Healthcare of Washington, Inc.",4.0,2.0,,2.0,1.0,3.0,5.0,3.0,,,3.0,4.0,,,,5.0,3.0,,,3.0,"Molina Healthcare, Inc.,",4.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,,
H5826,COMMUNITY HEALTH PLAN OF WASHINGTON,3.0,3.0,4.0,,4.0,,2.0,,,,,4.0,4.0,2.0,2.0,,,1.0,5.0,5.0,4.0,3.0,,3.0,3.0,,,3.0,1.0,0.0,2014,Local CCP,Community HealthFirst Medicare Advantage Plan,5.0,1.0,,3.0,3.0,3.0,4.0,3.0,,,2.0,3.0,,,,5.0,2.0,,,3.5,Community Health Plan of Washington,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,,
H5832,"AETNA HEALTH, INC. (PA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,5.0,,,,,Aetna Inc.,,,,,,1.0,,,,
H5850,"COVENTRY SUMMIT HEALTH PLAN, INC.",5.0,5.0,5.0,,4.0,,1.0,,,,,2.0,3.0,4.0,5.0,,,3.0,5.0,5.0,4.0,3.0,,4.0,2.0,,,4.0,2.0,0.0,2014,Local CCP,Coventry Summit Health Plan,4.0,1.0,,2.0,4.0,2.0,4.0,3.5,,,2.0,2.0,,,,4.0,5.0,,,3.5,Aetna Inc.,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,,
H5852,AIDS HEALTHCARE FOUNDATION,,,,,,,5.0,,,,,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,0.0,2014,Local CCP,AHF,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,AIDS Healthcare Foundation,,5.0,3.0,4.0,,4.0,3.0,,,
H5854,"ANTHEM HEALTH PLANS, INC.",3.0,5.0,5.0,,3.0,,2.0,,,,,3.0,4.0,4.0,1.0,,,,3.0,4.0,3.0,5.0,,4.0,,,,2.0,2.0,0.0,2014,Local CCP,Anthem Blue Cross and Blue Shield,5.0,2.0,,2.0,1.0,3.0,3.0,3.0,,,1.0,1.0,,,,5.0,4.0,,,3.0,"WellPoint, Inc.",3.0,,,,4.0,3.0,3.0,2.0,,
H5859,"HEALTH PLAN OF CAREOREGON, INC.",2.0,3.0,2.0,,2.0,,4.0,,,,,4.0,4.0,2.0,1.0,,,2.0,5.0,4.0,3.0,3.0,,3.0,4.0,,,5.0,2.0,0.0,2014,Local CCP,CareOregon Advantage,4.0,4.0,,3.0,3.0,3.0,4.0,3.5,,,5.0,5.0,,,,4.0,4.0,,,3.5,"CareOregon, Inc.",4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,,
H5868,HUMANA INSURANCE COMPANY,3.0,4.0,5.0,,4.0,,4.0,,,,,4.0,4.0,4.0,2.0,,,2.0,4.0,5.0,3.0,4.0,,4.0,5.0,,,5.0,5.0,0.0,2014,Local CCP,Humana Insurance Company,5.0,3.0,,2.0,3.0,2.0,1.0,4.0,,,3.0,2.0,,,,5.0,4.0,,,4.0,Humana Inc.,4.0,,,,3.0,5.0,5.0,4.0,,
H5883,BLUE CARE NETWORK OF MICHIGAN,4.0,5.0,5.0,,2.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,2.0,4.0,5.0,4.0,5.0,,4.0,5.0,,,5.0,3.0,0.0,2014,Local CCP,Blue Care Network,5.0,2.0,,3.0,4.0,3.0,4.0,4.0,,,3.0,5.0,,,,5.0,4.0,,,4.5,Blue Cross Blue Shield of Michigan,5.0,,,,5.0,4.0,3.0,2.0,,
H5887,"FIRST MEDICAL HEALTH PLAN, INC.",4.0,4.0,5.0,,2.0,,1.0,,,,,4.0,1.0,5.0,5.0,,,,3.0,5.0,1.0,1.0,,1.0,,,,3.0,1.0,0.0,2014,Local CCP,"First Medical Health Plan, Inc.",4.0,2.0,,4.0,4.0,,4.0,2.5,,,1.0,1.0,,,,3.0,4.0,,,2.5,"First Medical Health Plan, Inc.",2.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,,
H5896,"AMERIGROUP MARYLAND, INC.",2.0,3.0,2.0,,4.0,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,,3.0,,,,2.0,4.0,0.0,2014,Local CCP,Amerigroup Community Care,5.0,2.0,,3.0,,,5.0,3.0,,,,3.0,,,,5.0,2.0,,,3.0,"WellPoint, Inc.",3.0,3.0,1.0,3.0,2.0,3.0,,2.0,,
H5926,"MOLINA HEALTHCARE OF MICHIGAN, INC.",3.0,5.0,4.0,,3.0,,1.0,,,,,2.0,4.0,4.0,4.0,,,2.0,5.0,4.0,3.0,3.0,,4.0,2.0,,,5.0,1.0,0.0,2014,Local CCP,Molina Healthcare of Michigan,4.0,5.0,,3.0,3.0,1.0,4.0,3.5,,,3.0,5.0,,,,5.0,4.0,,,3.5,"Molina Healthcare, Inc.,",4.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,,
H5928,CARE1ST HEALTH PLAN,5.0,5.0,5.0,,3.0,,4.0,,,,,1.0,1.0,4.0,4.0,,,3.0,5.0,5.0,3.0,4.0,,4.0,3.0,,,5.0,3.0,0.0,2014,Local CCP,Care1st Health Plan,4.0,2.0,,3.0,3.0,2.0,4.0,3.5,,,3.0,3.0,,,,5.0,4.0,,,3.5,Care1st Health Plan,5.0,5.0,3.0,3.0,4.0,1.0,1.0,4.0,,
H5932,"GATEWAY HEALTH PLAN, INC.",2.0,3.0,4.0,,4.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,2.0,5.0,4.0,3.0,2.0,,3.0,3.0,,,5.0,4.0,0.0,2014,Local CCP,Gateway Health  Medicare Assured,5.0,2.0,,1.0,5.0,,4.0,3.5,,,4.0,5.0,,,,3.0,4.0,,,3.5,"Gateway Health Plan, LP",3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,,
H5938,CAPITAL HEALTH PLAN,5.0,5.0,5.0,,5.0,,5.0,,,,,5.0,5.0,5.0,5.0,,,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,,,5.0,4.0,0.0,2014,Local CCP,Capital Health Plan,4.0,2.0,,3.0,5.0,3.0,4.0,5.0,,,5.0,5.0,,,,4.0,5.0,,,4.5,Blue Cross and Blue Shield of Florida,5.0,,,,5.0,5.0,4.0,5.0,,
H5943,SCAN HEALTH PLAN,,,,,,,5.0,,,,,,4.0,4.0,5.0,,,,,,,,,,,,,,,0.0,2014,Local CCP,VillageHealth,,,,,3.0,,,,,,,,,,,5.0,,,,,SCAN Health Plan,,3.0,5.0,4.0,,4.0,3.0,,,
H5950,"AETNA HEALTH, INC. (PA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,5.0,,,,,Aetna Inc.,,,,,,2.0,,,,
H5969,ALOHACARE,3.0,2.0,4.0,,3.0,,4.0,,,,,2.0,2.0,2.0,4.0,,,,4.0,4.0,3.0,3.0,,3.0,,,,,,0.0,2014,Local CCP,AlohaCare,5.0,1.0,,3.0,4.0,3.0,4.0,3.0,,,5.0,2.0,,,,5.0,4.0,,,3.0,AlohaCare,3.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,,
H5970,HUMANA INSURANCE COMPANY OF NEW YORK,3.0,3.0,5.0,,4.0,,4.0,,,,,3.0,4.0,4.0,4.0,,,,3.0,4.0,1.0,2.0,,3.0,4.0,,,5.0,,0.0,2014,Local CCP,Humana Insurance Company of New York,,,,2.0,3.0,3.0,3.0,3.0,,,2.0,4.0,,,,5.0,4.0,,,3.5,Humana Inc.,4.0,,,,3.0,4.0,4.0,2.0,,
H5985,ABRAZO ADVANTAGE HEALTH PLAN,2.0,3.0,4.0,,4.0,,1.0,,,,,2.0,2.0,1.0,4.0,,,,5.0,5.0,3.0,5.0,,3.0,3.0,,,5.0,3.0,0.0,2014,Local CCP,Abrazo Advantage Health Plan,4.0,3.0,,2.0,4.0,3.0,4.0,3.0,,,3.0,3.0,,,,3.0,4.0,,,3.0,Vanguard Health Systems,4.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,,
H5989,"CENTERLIGHT HEALTHCARE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,2014,Local CCP,"CenterLight Healthcare, Inc.",,,,,,,,,,,,,,,,4.0,,,,,"CenterLight Health System, Inc.",,5.0,5.0,5.0,,3.0,,,,
H5991,"AFFINITY HEALTH PLAN, INC.",4.0,5.0,4.0,,2.0,,1.0,,,,,1.0,1.0,1.0,4.0,,,,4.0,5.0,2.0,2.0,,3.0,2.0,,,5.0,4.0,0.0,2014,Local CCP,Affinity Health Plan,5.0,2.0,,4.0,4.0,,5.0,3.0,,,2.0,3.0,,,,4.0,2.0,,,3.0,Affinity Health Plan,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,,
H5992,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Senior Whole Health of New York,5.0,1.0,,3.0,,3.0,5.0,,,,,,,,,2.0,,,,,"SWH Holdings, Inc.",,,,,,3.0,,,,
H5995,ATRIO HEALTH PLANS,3.0,2.0,4.0,,2.0,,2.0,,,,,4.0,4.0,4.0,2.0,,,2.0,4.0,4.0,2.0,3.0,,4.0,5.0,,,1.0,1.0,0.0,2014,Local CCP,ATRIO Health Plans,5.0,2.0,,2.0,4.0,2.0,5.0,3.5,,,5.0,5.0,,,,4.0,4.0,,,3.5,ATRIO Health Plans,4.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,,
H6050,"KAISER FOUNDATION HP, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,1876 Cost,Kaiser Permanente Medicare Cost,,,,,,,,,,,,,,,,,,,,,"Kaiser Foundation Health Plan, Inc.",,,,,,5.0,,,,
H6052,"KAISER FOUNDATION HP, INC.",5.0,5.0,,,4.0,,5.0,,,,,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,3.0,5.0,,5.0,,,,,,0.0,2014,1876 Cost,Kaiser Permanente Medicare Cost,,,,,4.0,,,5.0,,,3.0,,,,,,2.0,,,,"Kaiser Foundation Health Plan, Inc.",5.0,,,,3.0,5.0,4.0,3.0,,
H6080,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Meridian Complete,,,,,,,,,,,,,,,,,,,,,"Caidan Enterprises, Inc.",,,,,,,,,,
H6132,"SELECT HEALTH OF SOUTH CAROLINA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,"Select Health of South Carolina, Inc.",,,,,,,,,,,,,,,,5.0,,,,,Independence Blue Cross,,,,,,,,,,
H6169,THE PYRAMID LIFE INSURANCE COMPANY,2.0,2.0,1.0,,2.0,,2.0,,,,,3.0,4.0,4.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,3.0,4.0,,,4.0,2.0,0.0,2014,PFFS,Universal American Corp.,,,,2.0,3.0,1.0,4.0,2.5,,,3.0,2.0,,,,5.0,2.0,,,3.0,Universal American Corp.,2.0,,,,3.0,1.0,4.0,4.0,,
H6178,CARESOURCE,3.0,2.0,2.0,,2.0,,1.0,,,,,,3.0,2.0,1.0,,,,3.0,4.0,2.0,1.0,,2.0,,,,,,0.0,2014,Local CCP,CareSource,5.0,4.0,,3.0,3.0,,,2.5,,,4.0,2.0,,,,5.0,1.0,,,2.5,CareSource Management Group Co.,2.0,2.0,1.0,1.0,2.0,4.0,2.0,,,
H6181,"AMERIGROUP NEW YORK, LLC",4.0,4.0,5.0,,2.0,,2.0,,,,,1.0,1.0,1.0,4.0,,,,4.0,5.0,3.0,3.0,,3.0,2.0,,,1.0,,0.0,2014,Local CCP,HealthPlus Amerigroup,5.0,1.0,,3.0,3.0,,,3.0,,,2.0,2.0,,,,5.0,4.0,,,3.0,"WellPoint, Inc.",4.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,,
H6229,"BLUE CROSS OF CALIFORNIA PARTNERSHIP PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Anthem Blue Cross,,,,,,,,,,,,,,,,,,,,,"WellPoint, Inc.",,,,,,,,,,
H6237,REGENCE BLUECROSS BLUESHIELD OF OREGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Regence BlueCross Blueshield of Oregon,,,,,,,,,,,,,,,,,,,,,"Cambia Health Solutions, Inc.",,,,,,,,,,
H6263,HEALTH INSURANCE PLAN OF GREATER NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,EmblemHealth Fully Integrated Dual Advantage HMO,,,,,,,,,,,,,,,,,,,,,"EmblemHealth, Inc.",,,,,,,,,,
H6306,FIRSTCAROLINACARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,FirstCarolinaCare Insurance Company,,,,,,,,,,,5.0,,,,,4.0,,,,,"FirstHealth of the Carolinas, Inc.",,,,,,,,,,
H6308,"AGEWELL NEW YORK, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,AgeWell New York,,,,,,,,,,,,,,,,,,,,,"ParkerCare New York, LLC",,,,,,,,,,
H6328,"CARE N' CARE INSURANCE COMPANY, INC.",5.0,5.0,4.0,,5.0,,4.0,,,,,4.0,4.0,5.0,5.0,,,,4.0,5.0,4.0,5.0,,3.0,4.0,,,,,0.0,2014,Local CCP,Care NÆ Care Insurance Company,5.0,3.0,,3.0,5.0,3.0,2.0,4.5,,,1.0,4.0,,,,4.0,5.0,,,4.5,North Texas Specialty Physicians,5.0,,,,5.0,4.0,5.0,3.0,,
H6360,KAISER FOUNDATION HP OF OHIO,5.0,5.0,5.0,,5.0,,5.0,,,,,4.0,5.0,4.0,4.0,,,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,2.0,3.0,0.0,2014,1876 Cost,Kaiser Permanente,4.0,2.0,,2.0,4.0,3.0,4.0,4.5,,,5.0,5.0,,,,,5.0,,,4.5,"Kaiser Foundation Health Plan, Inc.",5.0,,,,5.0,5.0,4.0,4.0,,
H6411,HUMANA INSURANCE COMPANY,2.0,2.0,3.0,,2.0,,3.0,,,,,3.0,1.0,2.0,1.0,,,2.0,3.0,4.0,3.0,2.0,,3.0,3.0,,,5.0,,0.0,2014,Local CCP,Humana Insurance Company,4.0,2.0,,2.0,1.0,2.0,2.0,3.0,,,3.0,2.0,,,,5.0,4.0,,,3.0,Humana Inc.,4.0,,,,4.0,5.0,3.0,3.0,,
H6435,"ELDERSERVE HEALTH, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,ElderServe Star,,,,,,,,,,,,,,,,,,,,,Hebrew Home Holding Corp.,,,,,,,,,,
