2014 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,DD1: Drug Plan Customer Service,,,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",,,,DD3: Member Experience with the Drug Plan,,DD4: Patient Safety and Accuracy of Drug Pricing,,,,,
H8066,Demo,Regence Blue Shield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8091,Local CCP,ARKANSAS BLUE CROSS AND BLUE SHIELD,USABLE MUTUAL INSURANCE COMPANY,USAble Mutual Insurance Company,95%,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,97,4%,Not enough data available,Not enough data available,69%,58%
H8130,Local CCP,Molina Healthcare of Florida,"MOLINA HEALTHCARE OF FLORIDA, INC.","Molina Healthcare, Inc.,",80%,0.0,No data available,Not enough data available,100,23%,Medicare shows only a Star Rating for this topic,No data available,No data available,98,1%,90%,68%,60%,60%
H8145,PFFS,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,1.4,100%,0.29,100,18%,Medicare shows only a Star Rating for this topic,86%,90%,98,1%,84%,77%,78%,73%
H8146,Local CCP,BlueChoice Tennessee,"SECURITYCARE OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8150,Demo,Integra Health Plan,"INTEGRA MLTC, INC",Personal Touch Holding Corp.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8189,Local CCP,Advantage by Managed Health Services,"MANAGED HEALTH SERVICES, WISCONSIN",Centene Corporation,89%,Not enough data available,No data available,0.17,31,Not enough data available,Not enough data available,No data available,No data available,99,9%,87%,70%,68%,64%
H8197,Demo,Molina Healthcare of Texas,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare, Inc.,",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8213,Demo,FIRST CHOICE VIP CARE PLUS,"SELECT HEALTH OF SOUTH CAROLINA, INC.",Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8237,Local CCP,Vital Traditions,INSURANCE COMPANY OF SCOTT AND WHITE,Scott and White Healthcare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8258,Demo,L.A. Care Complete Choice,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY,Local Initiative Health Authority for LA County,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8266,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8393,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,92%,0.0,No data available,0.20,80,8%,Medicare shows only a Star Rating for this topic,82%,91%,99,5%,81%,78%,79%,75%
H8417,Demo,HealthPlus Amerigroup,"AMERIGROUP NEW YORK, LLC","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8420,Demo,CenterLight Healthcare,"CENTERLIGHT HEALTHCARE, INC.","CenterLight Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8423,Demo,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8432,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF MAINE, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8452,Demo,CareSource û HumanaÖ MyCare Ohio,CARESOURCE,CareSource Management Group Co.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8490,Demo,VNSNY CHOICE Medicare,VNS CHOICE,Visiting Nurse Service of New York,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8491,Local CCP,AmeriHealth Caritas VIP Plans,"AMERIHEALTH DISTRICT OF COLUMBIA, INC.",Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8552,Local CCP,Anthem Blue Cross Life and Health Insurance Co.,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,"WellPoint, Inc.",95%,0.6,83%,0.60,60,9%,Not enough data available,75%,87%,98,6%,86%,72%,75%,69%
H8554,Local CCP,Valley Baptist Health Plans,VALLEY BAPTIST INSURANCE COMPANY,"Vanguard Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8578,Local CCP,HNE Medicare Advantage Plans,"HEALTH NEW ENGLAND, INC.","Baystate Health, Inc.",86%,0.0,No data available,0.16,80,4%,Medicare shows only a Star Rating for this topic,85%,92%,99,4%,81%,81%,84%,80%
H8583,Demo,"UnitedHealthcare Community Plan, Inc.","UNITEDHEALTHCARE COMMUNITY PLAN, INC","UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8604,Local CCP,Health Plan SecureChoice,THP INSURANCE COMPANY,Health Plan of the Upper Ohio Valley,79%,Not enough data available,No data available,0.17,100,Not enough data available,Not enough data available,86%,92%,99,7%,78%,81%,80%,80%
H8634,Local CCP,"Blue Cross and Blue Shield of NM, OK",HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8644,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,1.8,No data available,0.38,100,8%,Medicare shows only a Star Rating for this topic,82%,87%,98,2%,87%,74%,74%,71%
H8649,Local CCP,Altius Health Plans,"ALTIUS HEALTH PLANS, INC.",Aetna Inc.,92%,0.0,No data available,0.15,80,5%,Medicare shows only a Star Rating for this topic,84%,91%,99,7%,90%,77%,73%,72%
H8677,Demo,Molina Healthcare of California,MOLINA HEALTHCARE OF CALIFORNIA,"Molina Healthcare, Inc.,",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8684,Local CCP,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,Aetna Inc.,97%,0.0,No data available,0.14,20,2%,Medicare shows only a Star Rating for this topic,83%,91%,99,4%,83%,74%,78%,79%
H8707,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,1.3,Not enough data available,0.20,100,22%,Medicare shows only a Star Rating for this topic,85%,90%,97,2%,87%,74%,76%,69%
H8748,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",93%,0.0,100%,0.40,0,16%,Medicare shows only a Star Rating for this topic,84%,92%,98,7%,85%,71%,71%,65%
H8764,Local CCP,Aspire Health Plan,ASPIRE HEALTH PLAN,Community Hospital Foundation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8786,Demo,Amerigroup,"AMERIGROUP TEXAS, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8822,Local CCP,"ADVANTAGE Health Solutions, Inc.","ADVANTAGE HEALTH SOLUTIONS, INC.",Advantage Health Solutions,86%,0.0,No data available,0.36,64,13%,Medicare shows only a Star Rating for this topic,82%,91%,99,9%,83%,73%,77%,72%
H8824,Demo,Amida Care,AMIDA CARE INC.,Amida Care Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8851,Demo,Senior Whole Health of New York,"SENIOR WHOLE HEALTH OF NEW YORK, INC.","SWH Holdings, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8870,Local CCP,Molina Healthcare of Illinois,"MOLINA HEALTHCARE OF ILLINOIS, INC.","Molina Healthcare, Inc.,",80%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8908,Local CCP,"Humana Medical Plan of Michigan, Inc.","HUMANA MEDICAL PLAN OF MICHIGAN, INC.",Humana Inc.,98%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H8953,Local CCP,"Humana Health Plan of Ohio, Inc.","HUMANA HEALTH PLAN OF OHIO, INC.",Humana Inc.,98%,2.5,Not enough data available,0.50,100,15%,Medicare shows only a Star Rating for this topic,83%,88%,98,1%,86%,77%,77%,72%
H8980,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,92%,0.0,No data available,0.43,80,6%,Medicare shows only a Star Rating for this topic,85%,90%,99,5%,82%,74%,77%,70%
H8991,Local CCP,Amerigroup,"AMERIGROUP FLORIDA, INC.","WellPoint, Inc.",89%,10.5,No data available,0.46,47,18%,Medicare shows only a Star Rating for this topic,87%,91%,99,3%,85%,69%,68%,65%
H9001,Local CCP,Fallon Senior Plan or NaviCare,FALLON COMMUNITY HEALTH PLAN,Fallon Community Health Plan,87%,0.7,Not enough data available,0.18,80,2%,Medicare shows only a Star Rating for this topic,83%,90%,98,5%,80%,82%,83%,78%
H9003,Local CCP,Kaiser Permanente,KAISER FOUNDATION HP OF THE N W,"Kaiser Foundation Health Plan, Inc.",96%,0.0,Not enough data available,0.17,100,1%,Medicare shows only a Star Rating for this topic,92%,97%,100,4%,90%,85%,86%,84%
H9011,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF FLORIDA, INC.","UnitedHealth Group, Inc.",93%,1.3,38%,1.04,0,35%,Medicare shows only a Star Rating for this topic,85%,91%,99,5%,84%,74%,77%,66%
H9047,Local CCP,Providence Health Plans,PROVIDENCE HEALTH PLAN,Providence Health & Services,97%,0.8,Not enough data available,0.09,100,2%,Medicare shows only a Star Rating for this topic,86%,93%,99,6%,86%,82%,82%,80%
H9082,Local CCP,"Molina Healthcare of New Mexico, Inc.","MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare, Inc.,",80%,0.0,Not enough data available,0.00,100,18%,Medicare shows only a Star Rating for this topic,85%,91%,98,2%,89%,61%,67%,62%
H9104,Local CCP,SCAN Health Plan,SCAN HEALTH PLAN,SCAN Health Plan,93%,4.8,Not enough data available,0.11,80,11%,Medicare shows only a Star Rating for this topic,88%,90%,95,6%,79%,71%,75%,73%
H9110,Local CCP,Regence BlueCross BlueShield of Utah,REGENCE BLUECROSS BLUESHIELD OF UTAH,"Cambia Health Solutions, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9115,Demo,MetroPlus Health Plan,"METROPLUS HEALTH PLAN, INC.",New York City Health and Hospitals Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9122,Local CCP,"AlphaCare of New York, Inc.","ALPHACARE OF NEW YORK, INC.","AlphaCare Holdings, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9190,Local CCP,Gateway Health  Medicare Assured,"GATEWAY HEALTH PLAN OF OHIO, INC.","Gateway Health Plan, LP",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9207,Local CCP,Health Partners Medicare,"HEALTH PARTNERS OF PHILADELPHIA, INC.","Health Partners of Philadelphia, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9264,Demo,Alliance Dual Demonstration,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),Alameda Alliance for Health,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9285,Local CCP,EASY CHOICE HEALTH PLAN OF NEW YORK,"ATLANTIS HEALTH PLAN, INC.","America?s 1st Choice NY Holdings, LLC",95%,Not enough data available,No data available,Not enough data available,80,Not enough data available,Not enough data available,No data available,No data available,99,3%,89%,60%,59%,63%
H9302,Local CCP,Soundpath Health,"SOUNDPATH HEALTH, INC.","Soundpath Health, Inc.",71%,0.6,No data available,0.43,60,32%,Medicare shows only a Star Rating for this topic,84%,92%,99,7%,86%,78%,79%,76%
H9345,Demo,VillageCareMAX Full Advantage,VILLAGE SENIOR SERVICES CORPORATION,"Village Care of New York, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9385,Local CCP,SCAN Health Plan Arizona,SCAN HEALTH PLAN ARIZONA,SCAN Health Plan,87%,3.9,No data available,0.16,60,16%,Medicare shows only a Star Rating for this topic,84%,91%,97,3%,83%,73%,75%,72%
H9412,Local CCP,Geisinger Gold,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Health System,84%,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9487,Demo,Fidelis SecureCare of Michigan,FIDELIS SECURECARE OF MICHIGAN,"Fidelis SeniorCare, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9503,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,4.4,Not enough data available,0.55,100,13%,Medicare shows only a Star Rating for this topic,82%,90%,98,1%,87%,74%,78%,74%
H9525,Local CCP,Anthem Blue Cross and Blue Shield,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,"WellPoint, Inc.",100%,Plan too new to be measured,No data available,0.40,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9547,Demo,McLaren Health Plan,"MCLAREN HEALTH PLAN, INC.",McLaren Health Care Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9572,Local CCP,Blue Cross Blue Shield of Michigan,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,99%,0.7,89%,0.07,80,1%,Medicare shows only a Star Rating for this topic,82%,92%,98,4%,83%,80%,84%,79%
H9615,Local CCP,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",97%,0.0,Not enough data available,0.36,100,15%,Medicare shows only a Star Rating for this topic,89%,92%,99,5%,83%,83%,86%,79%
H9670,Local CCP,UPMC Health Plan,"UPMC HEALTH BENEFITS, INC.",University of Pittsburgh Medical Center,99%,Not enough data available,Not enough data available,0.33,100,0%,Medicare shows only a Star Rating for this topic,86%,95%,99,11%,74%,81%,82%,73%
H9681,Demo,CoventryCares Advantage,"COVENTRY HEALTH CARE OF THE CAROLINAS, INC.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9685,Local CCP,Mercy Maricopa Advantage,MERCY MARICOPA INTEGRATED CARE,Southwest Catholic Health Network,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9699,Local CCP,Health Advantage,"HMO PARTNERS, INC.",USAble Mutual Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9712,Demo,Midwest Advantage Plus,"MIDWEST HEALTH PLAN, INC.",Henry Ford Health System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9725,Local CCP,Cigna-Healthspring,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC.",CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9730,Local CCP,WellCare,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC","WellCare Health Plans, Inc.",98%,Plan too new to be measured,No data available,3.02,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9768,Local CCP,Magellan Complete Care of Arizona,"MAGELLAN COMPLETE CARE OF ARIZONA, INC.","Magellan Health Services, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9795,Demo,Montefiore HMO Emerald Care,"MONTEFIORE HMO, LLC","Montefiore Health Systems, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9834,Local CCP,Gundersen Health Plan Minnesota,GUNDERSEN HEALTH PLAN OF MINNESOTA,Gundersen Lutheran Health System Inc.,95%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9847,Local CCP,Coventry Health Care,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Aetna Inc.,92%,0.9,No data available,0.20,80,20%,Medicare shows only a Star Rating for this topic,86%,91%,99,8%,85%,71%,73%,67%
H9857,Local CCP,Piedmont WellStar HealthPlans,"PIEDMONT WELLSTAR HEALTHPLANS, INC.","Piedmont Healthcare, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9859,Local CCP,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",97%,2.1,Not enough data available,0.24,100,7%,Medicare shows only a Star Rating for this topic,86%,92%,99,5%,85%,81%,86%,78%
H9869,Demo,Partners Health Plan,"PARTNERS HEALTH PLAN, INC.","Nassau County AHRC Foundation, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9886,Local CCP,Anthem Blue Cross and Blue Shield,"HMO MISSOURI, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
